"rating","text","helpful_vote","verified_purchase","review_length","word_count","helpful_vote_na","review_length_na","word_count_na","text_missing"
5,"Great fit and perfect length for a boxer brief",0,TRUE,46,9,FALSE,FALSE,FALSE,0
3,"Like it but sometimes can be really hot",0,TRUE,39,8,FALSE,FALSE,FALSE,0
1,"Very pretty. Go up a couple of sizes maybe might fot",0,TRUE,52,11,FALSE,FALSE,FALSE,0
5,"Great fit. High waist helps squeeze in belly. Very comfortable.",0,FALSE,63,10,FALSE,FALSE,FALSE,0
2,"Cute, soft pants, however the size chart is incorrect. I ordered a medium for my 10 year old son because the chart indicated medium was sizes 10-12. Buyer beware, a medium is a size 8.  I'm sad to have to return these right before Christmas.",0,TRUE,241,45,FALSE,FALSE,FALSE,0
2,"Cute shirt but scratches your arm",0,TRUE,33,6,FALSE,FALSE,FALSE,0
1,"Purchased as a 2x and came to me as size small adult. My daughter put it on and fit perfectly. Will be returning.",0,TRUE,113,23,FALSE,FALSE,TRUE,0
3,"Good value, but no extra links like other watches and the band was too small.",0,TRUE,77,15,FALSE,FALSE,FALSE,0
5,"I just love these earrings.  They are beautiful and SO comfortable.  This pair was the 5th pair I have purchased and would order more if they had more colors.  Super buy !",0,TRUE,171,32,FALSE,FALSE,FALSE,0
1,"Disappointed that they were not a 16 gauge. More like an 18.",0,TRUE,60,12,FALSE,FALSE,FALSE,0
4,"Nice look, and good quality, but getting a small kid to understand the locking and unlocking of the zipper is difficult. The natural response is for the child is to pull hard against the tie and damage the zipper. I lost one of the ties on the first day.",0,TRUE,254,49,FALSE,FALSE,FALSE,0
2,"One of diamonds was out upon opening it and the flower does not look like the picture.",0,TRUE,86,17,FALSE,FALSE,FALSE,0
1,"Very poorly made. Not worth the price I paid.",0,TRUE,45,9,FALSE,FALSE,FALSE,0
5,"It's very nice!  The sizing is accurate,  and the ring looks GREAT!",0,TRUE,67,12,FALSE,FALSE,FALSE,0
5,"These fit our 10 month old daughter great, and have lots of room to grow. They seem to seal around her ears well, and she couldn't hear what we were saying to her.",0,TRUE,163,33,FALSE,FALSE,FALSE,0
3,"Not a fan. A little too big for my tastes, and I'm a pretty tall guy/ bigger head. The balls fall off way to easily, especially taking masks on and off all day. Wouldn't order again.",0,TRUE,182,36,FALSE,FALSE,FALSE,0
5,"These gloves are soft inside and sturdy overall. The  fit is perfect for me.",0,TRUE,76,14,FALSE,FALSE,FALSE,0
5,"These are really thick and comfortable. Pretty high waisted but not too tight at the top (they don’t cut you in half when you bend forward). Love the ombré pattern, have gotten so many compliments!",0,TRUE,197,35,FALSE,FALSE,FALSE,0
5,"These are much more attractive than typical black. I can get them on and off easily.",0,TRUE,84,16,FALSE,FALSE,FALSE,0
5,"for the low price that i paid,  I was pleasantly surprised when I received such a lovely dress.  My birthday is on Halloween the dress was perfect.  The style of the dress was slimming, so I felt very good wearing the dress.",1,TRUE,224,42,FALSE,FALSE,FALSE,0
3,"Its not the best and it is fine for a child. I bought it for my seven year old and he didn't mind them. The main criticism of the product is that they do not stay put in the mouth and creates a lot of drool.",1,TRUE,207,46,FALSE,FALSE,FALSE,0
5,"Perfect for the SAT!!! Helped keep track on timing to perfection! Easy to silence, made absolutely no noise!",3,TRUE,108,18,FALSE,FALSE,FALSE,0
4,"I was hesitant to purchase this item because of some of the reviews, but I am glad i purchased it. My review will be as clear as possible so other people looking to buy this have a good understanding of what to expect. Allegra clothing does not have the best quality, but look at the price you are paying. I love my quality brand name clothing but  I will continue to buy their clothing because of the unique design, I wouldn't recommend buying any regular item that you could find at the mall. But if you see something unique, GET IT! because there is a 99% chance that no one else you know has it.  (Note: i have similar review on one of the other shirts a bought from them)",12,TRUE,676,130,FALSE,FALSE,FALSE,0
5,"Great gift for any schitt's creek fan. Reminds you of the show and all the boisterous laughs you get from watching it.",0,FALSE,118,22,FALSE,FALSE,FALSE,0
1,"The are very small and have almost no flexibility/stretch to them.",0,TRUE,66,11,FALSE,FALSE,FALSE,0
5,"Great gift, my fathers birthday was on August 28, and I bought him a new pair of shades and he loves them. Great product and he says there perfect for fishing.",0,TRUE,159,31,FALSE,FALSE,FALSE,0
4,"I love these oversized corduroy pant..The only problem the ones I ordered look like they are pink and grey but are not,they are yellow ochre and grey..I still kept them cause I like that combo too..",2,TRUE,198,36,FALSE,FALSE,FALSE,0
5,"Nice, light fabric. Washes well, good robe for the price",0,FALSE,56,10,FALSE,FALSE,FALSE,0
5,"Nice quality",0,FALSE,12,2,FALSE,FALSE,FALSE,0
5,"My daughter is leaving for college, so I purchased these for her to give her younger sister who is sad about her going off to college. They’re cute and good quality, I definitely recommend",0,FALSE,188,34,FALSE,FALSE,FALSE,0
5,"The design was good",0,TRUE,19,4,FALSE,FALSE,FALSE,0
5,"Bought these for my son and he loves them. No issues with side it durability. I would recommend them again!",0,TRUE,107,20,FALSE,FALSE,FALSE,0
5,"these things are awesome they perfectly match my 1991 competition blue Geo Training.",1,TRUE,84,13,FALSE,FALSE,FALSE,0
1,"smelled bad",0,TRUE,11,2,FALSE,FALSE,FALSE,0
5,"Gift for the GF, huge studio gibli fan. She loves them!",0,TRUE,55,11,FALSE,FALSE,FALSE,0
5,"Perfect , received one day earlier than promised.great quality.",0,TRUE,63,9,FALSE,FALSE,FALSE,0
3,"The shoes were a smaller *8, need to stretch it before you wear .",0,TRUE,65,14,FALSE,FALSE,FALSE,0
5,"It was fast shipping identical to what is promised. My daughter loves them",0,TRUE,74,13,FALSE,FALSE,FALSE,0
4,"It was comfortable",0,TRUE,18,3,FALSE,FALSE,FALSE,0
5,"Looks great.",0,TRUE,12,2,FALSE,FALSE,FALSE,0
5,"I purchased this cover up for my cruise and loved it! I felt comfortable walking around in my swimsuit with this coverup on.",2,TRUE,124,23,FALSE,FALSE,FALSE,0
3,"It's really flexible and felt a lot better then the steel one I had, but my skin did not react the it well and it got irritated so I had to remove it.",0,TRUE,150,33,FALSE,FALSE,FALSE,0
1,"Stay away from this product. Not good quality. Flimsy.",0,TRUE,54,9,FALSE,FALSE,FALSE,0
5,"Love",0,TRUE,4,1,TRUE,TRUE,FALSE,0
5,"I am 5’5 and very curvaceous (hips: 44, waist: 34, bust: 44). My only complaint is that I wish the coverage on the cups was a little larger and the tie on the front a bit smaller. I am a 34DDD, so it is very hard to find tops that adequately cover the girls while not being too large around my ribs. The tie was a little too long to tie it like the pictures, so I had to put it in a bow, which was still cute. Besides a few near nip slips, this was my favorite bikini to wear in Mexico. The material was thick and not see-through at all. I LOVE the cheeky bottoms and plan on bringing this on all of my vacations!",0,TRUE,613,127,FALSE,FALSE,FALSE,0
5,"I love my birthday present. It compliments my outfits and I look gorgeous in it.",0,TRUE,80,15,FALSE,FALSE,FALSE,0
5,"Están perfectos 👌",1,TRUE,17,3,FALSE,FALSE,FALSE,0
4,"Even though its a little big,i love this dress.",0,TRUE,47,9,FALSE,FALSE,FALSE,0
5,"It is pretty sturdy. I bought these for Christmas presents to make necklaces for my family.",0,TRUE,91,16,FALSE,FALSE,FALSE,0
5,"Exactly what I expected. Have worn for 3 weeks now running around gravel roads/ playgrounds and they're still intact.",1,TRUE,117,19,FALSE,FALSE,FALSE,0
5,"Wow wife is so sexy in this outfit, she loves it and will continues to talk about how great if fits. Got a size larger than she normally wears.",0,TRUE,143,29,FALSE,FALSE,FALSE,0
5,"Got just what i wanted.",0,TRUE,23,5,FALSE,FALSE,FALSE,0
3,"The zipper broke in two uses, and carrying even eight pounds in it makes the entire thing sag and not look like the pictures. The fabric feels low quality too.  I wouldn't repurchase this.",0,TRUE,188,34,FALSE,FALSE,FALSE,0
1,"This dress is really unattractive. I'm not sure if other reviewers are receiving different versions of this dress or what, but the one I received is quite ugly. I'm a short person and the pockets are way too high on the sides of the dress, and they bulge out, making the area right above my hips look odd.<br /><br />I realize this is a cheap dress, but the fabric is downright awful. The black color fabric on the top half of the dress doesn't even vaguely resemble the black on the bottom.<br /><br />The only thing I like about this dress is the length, but I won't be wearing it so it doesn't matter. I would give negative stars if that were possible.",2,TRUE,655,123,FALSE,FALSE,FALSE,0
4,"There are a million compression socks out there and this is really no different than any of them.  They work effectively.  Biggest perk with this set is the green color which my daughter loves.",0,FALSE,193,34,FALSE,FALSE,FALSE,0
5,"I love the feel and the fact that you don't have a back mark for those sexy summer frocks.",0,TRUE,90,19,FALSE,FALSE,FALSE,0
3,"The costume is cute, but is extremely small. I usually wear a size 4 and the only size available was XL and I barely fit on it.",0,TRUE,127,27,FALSE,FALSE,FALSE,0
2,"Looks nice, just has a strong odor.  I haven't started using it yet.  I am hoping that the odor will deminish after it lays on my counter a few days.",1,FALSE,149,30,FALSE,FALSE,FALSE,0
5,"Sturdily made",0,TRUE,13,2,FALSE,FALSE,FALSE,0
1,"Looked nice when I first got them but this is not 925 Sterling silver! They are NOT marked anywhere as being 925 Sterling.  These tarnished in less than a week and got worse when I tried to clean it with a silver cleaner and jewelry cloth. Very poor quality.",4,TRUE,258,49,FALSE,FALSE,FALSE,0
5,"The silver came off almost instantly, thank goodness I like copper.",0,TRUE,67,11,FALSE,FALSE,FALSE,0
5,"I highly recommend this for long travel",0,TRUE,39,7,FALSE,FALSE,FALSE,0
5,"Lovely, long and wide, perfect summer shawl for this shawl sister—folds and drapes nicely aound me  for warmth during early morning garden strools and outdoor meditation.",0,TRUE,170,26,FALSE,FALSE,FALSE,0
5,"This is a great little backpack that still fits a full-size 15&#34; Dell XPS laptop with plenty of room for accessories and everything you need on a daily basis. The built-in USB charger is a nice touch (you'll need to buy a portable battery if you want to use it) and I love the color.",2,TRUE,286,55,FALSE,FALSE,FALSE,0
1,"Por la categoría y por la foto, se supone que es de hombre, enviaron uno de mujer, lo regale y mejor compre uno en persona. Producto te miente en lo que compras.",0,TRUE,161,32,TRUE,TRUE,FALSE,0
5,"Terrific dress for special occasion or mother of the bride. Great quality and color!",0,TRUE,84,14,FALSE,FALSE,FALSE,0
1,"I returned it.  The reviews that it ran small so I ordered an XL, but it was way too big.",2,TRUE,89,20,FALSE,FALSE,FALSE,0
3,"These are the tights I pull out when everything else is dirty.  The material is thin and so don't provide my support.  I like to feel everything is held in place when I am working out and these don't feel or look that way.",1,TRUE,222,44,FALSE,FALSE,FALSE,0
4,"This was pretty much what I expected. Definitely as described. Bands are soft t and easy to put on. Does not come with instructions so if you've never changed the bands you may need to watch a quick YouTube video. Makes it much more comfy to sleep with the watch on to monitor sleep.<br />Actually came early so that was a plus!",1,TRUE,328,62,FALSE,FALSE,FALSE,0
2,"So freakin cute but way to freakin small it's like a medium",1,TRUE,59,12,FALSE,FALSE,FALSE,0
5,"This is probably one of the most soft and comfortable shirts I've ever purchased! I love it!",0,TRUE,92,17,FALSE,FALSE,FALSE,0
4,"Just the skirt",0,TRUE,14,3,FALSE,FALSE,FALSE,0
5,"I love this bracelet and and it beautiful! The seller presented it perfectly and I am very much enjoying wearing it as it reminds me of my happy place, Ocean City, NJ!",0,TRUE,167,32,FALSE,FALSE,FALSE,0
5,"Great quality for the price. I ordered 2 v necks in gray and liked them so much that I just ordered 2 more in black. I really wish they would make them in white because I'm not crazy about ivory. I'm very picky about fabric and think these are made of a great blend. I'll be using mine with leggings and a duster but I can actually see these being used for sleep shirts as well.",1,TRUE,378,76,FALSE,FALSE,FALSE,0
4,"I love the way they look, this is actually my second pair because the back fell out of my first pair. So that might be a negative or I was just unlucky and didn’t screw it on well enough. They’re actually small for my ears which are gauged at 0g. But that could just be my own problem also. Anyways all in all they are one of my faves. I’ve gotten compliments on them. 😊",0,TRUE,370,75,FALSE,FALSE,FALSE,0
5,"Very nice wallet.  Well made.  Holds lots of cards.  My 12 year old loves it.",0,TRUE,77,15,FALSE,FALSE,FALSE,0
1,"I was a little disappointed when pkg arrived. The sweatshirt barely fit in the bag so when it ripped during shipping there is a black stain where the hole was in the bag. If that wasn’t bad enough, the item has a horrific smell to it. I’m really sad about this 😢. These items ARENT cheap AND thanks for charging shipping then treat my purchase so carelessly. Unhappy transaction.",0,TRUE,379,69,FALSE,FALSE,FALSE,0
5,"Real comfy, but not true to size, I ordered a XL, but should have gotten a L, but I made it work",0,TRUE,96,22,FALSE,FALSE,FALSE,0
5,"Great purchase, very comfortable and durable.",0,TRUE,45,6,FALSE,FALSE,FALSE,0
2,"VERY SHEER. Couldn't wear it.",0,TRUE,29,5,FALSE,FALSE,FALSE,0
4,"Quality of stone was ok...Base was crafted/designed well...looked like white<br />gold...backs were abit of a problem...they wanted to go off center...nice &#34;go to&#34;<br />ear rings...wish I had got larger stones...",1,TRUE,220,30,FALSE,FALSE,FALSE,0
5,"soft, comfortable, hardly aware you have on underwear",0,TRUE,53,8,FALSE,FALSE,FALSE,0
1,"First time wearing it to the beach, my daughters skin turned purple and green, and the fins faded onto her skin. Terrible quality! A disposable one time swimsuit.",0,TRUE,162,28,FALSE,FALSE,FALSE,0
5,"Still use regularly and does as it should.",0,TRUE,42,8,FALSE,FALSE,FALSE,0
5,"I had no problems with this product, shipped quickly and my niece wears them constantly.",1,TRUE,88,15,FALSE,FALSE,FALSE,0
3,"The female mask was covered in glue.",0,TRUE,36,7,FALSE,FALSE,FALSE,0
5,"My husband loves these, very comfy",0,TRUE,34,6,FALSE,FALSE,FALSE,0
5,"I love the softness and looseness of these pants.  They hide a multitude of flaws!",0,TRUE,82,15,FALSE,FALSE,FALSE,0
5,"Soft fabric, very comfortable dress",1,TRUE,35,5,FALSE,FALSE,FALSE,0
5,"Love them",0,TRUE,9,2,FALSE,FALSE,FALSE,0
4,"Love the style, just should've gotten a smaller size",0,TRUE,52,9,FALSE,FALSE,FALSE,0
5,"I saw these can run a little small and I'm normally an xs so I ordered a small and it fits perfectly! I can't wait to wear it soon on my next beach trip! :)",0,TRUE,156,35,FALSE,FALSE,FALSE,0
5,"These are great..I kept buying them for $1.40 at Home Depot and they were breaking by the end of the week. These are much thicker and you get a whole bag.",0,TRUE,154,31,FALSE,FALSE,FALSE,0
5,"I was nervous to buy this because there weren't any reviews, but it looks great! I normally wear a small, but due to the style I got an XS. I purchased the dark grey and the fabric is super soft, comfy, and light. Looks great with a lacey bralette and hits above my knee (which is hard to find being short).",7,TRUE,307,61,FALSE,FALSE,FALSE,0
1,"Ridiculously tiny.  I felt I had mistakenly shopped in children's section.",1,TRUE,74,11,FALSE,FALSE,FALSE,0
5,"Gave this shirt as a gift to a family member who just bought his dream corvette.  His wife has reached out to me to ask where I got it, because it is now his favorite shirt and she just wants to see him wear something different.  What else can I say?!?!?",1,TRUE,254,51,FALSE,FALSE,FALSE,0
5,"We have had this bag for over 3 years and have used it for many of our trips. This bag has survived Disney World, Universal Studios, hiking and camping! It is comfortable and if it gets wet, it dries so quickly! There is also several small zippered pockets that come in handy for things like sunglasses or cell phones. I am impressed on how long this bag has lasted. Great buy!!!",0,TRUE,379,71,FALSE,FALSE,FALSE,0
5,"Good hat wife and I love them good quality",0,TRUE,42,9,FALSE,FALSE,FALSE,0
5,"Absolutely beautiful!!! Highly recommend!!",0,TRUE,42,4,FALSE,FALSE,FALSE,0
5,"I love these earrings!  Love the rose gold and wear them every day!",4,TRUE,67,13,FALSE,FALSE,FALSE,0
5,"I just purchased these earrings for my boyfriend for our anniversary and I can say they are great quality for the price. Perfect in size as well, the 7 mm (2 ct) is the average size stud. But if you prefer bigger, I'd say get the 8 mm or 9 mm. All in all, my man loved them. Everyone who said they were too small obviously just bought the cheapest pair and paid no attention to size.",2,TRUE,383,77,FALSE,FALSE,FALSE,0
3,"i dont like",0,TRUE,11,3,FALSE,FALSE,FALSE,0
5,"Three words come to mind when describing this product, unique , distinct & stylish.",0,TRUE,83,14,FALSE,FALSE,FALSE,0
5,"They feel awesome and give me the mobility I was looking for.",0,TRUE,61,12,FALSE,FALSE,FALSE,0
4,"Very comfortable dress for hot weather. Ordered a large so it would be loose and breezy. Color is advertised as red but is really a wine color. Rayon fabric is very soft!",0,TRUE,170,32,FALSE,FALSE,FALSE,0
3,"Cute and worth the price, as it was cheap. So don't expect too much. I will wear it out but most people probably wouldn't as you can see through material. Great rocking style around the house. Communication from seller: next to none. But product arrived only one day later than estimated. Would not purchase again though. Better invest more in better quality sweatpants.",0,TRUE,370,63,FALSE,FALSE,FALSE,0
1,"Measurements are not accurate.  Actual bag is approximately 10.5 inches high, 9 inches wide and depth is 3.25 inches.  I am guessing their measurements include the floral strap portion.  The two pockets do not hold even a standard water bottle.  I will be returning this.",1,TRUE,271,45,FALSE,FALSE,FALSE,0
3,"I like the scarf, not sure I like it on me.  It's light weight, which I wanted.  Wish it weren't so long and I think I would personally like it better and it wouldn't look so bulky on me.",0,TRUE,187,39,FALSE,FALSE,FALSE,0
5,"Shirt is great, just don't like the way the had folded up",0,TRUE,57,12,FALSE,FALSE,FALSE,0
2,"See thru and cheap material. Very tight!",2,TRUE,40,7,FALSE,FALSE,FALSE,0
5,"just as described",0,TRUE,17,3,FALSE,FALSE,FALSE,0
5,"I gave it five stars because design is so unique but the case does not fit. I don't know if that's the right case they sent me. oh well, the important thing that I loved it and stylish. Again, Thanks amazon.",0,TRUE,207,41,TRUE,TRUE,FALSE,0
3,"I gave this a 3 star because when I wear it. It makes a black ring around my neck. Especially in the back of my neck.",0,TRUE,117,26,FALSE,FALSE,FALSE,0
2,"You get what you pay for, the painting on the mushroom was incredibly off and poorly done.",0,TRUE,90,17,FALSE,FALSE,FALSE,0
5,"Great quality for the price! They came in a very nice hard case. Will be ordering more colors.",0,TRUE,94,18,FALSE,FALSE,FALSE,0
5,"This item was expensive (for me), but totally worth it. I've been going on 13+ mile runs in the countryside and I can bring plenty of water, my phone, and anything else might need. I've used it already in varied types of weather and it has held up nicely. Love it.",0,TRUE,264,51,FALSE,FALSE,FALSE,0
5,"Loved this! Comfortable, cute and warm!",0,TRUE,39,6,FALSE,FALSE,FALSE,0
4,"Perfect to wear on plane ride during these trying times.  Felt safer than with just a mask.  Only issue.....plane was chilly, breathing area warm so got fogged up.  But I wore for protection so worked well for that.  Fast delivery.  Few people stopped me and asked where I got it.  O",0,TRUE,283,51,FALSE,FALSE,FALSE,0
3,"I wanted to like these but just couldn’t. Ran small. Good price point though.",0,TRUE,77,14,FALSE,FALSE,FALSE,0
5,"El material es buena calidad,tamaño regular,muy practica. Se dobla y vuelve a su forma original,no se desbalancea. Buena compra!",0,TRUE,128,19,FALSE,FALSE,FALSE,0
5,"Fit perfectly. I ordered an xl. I’m 5’10, wear a C-D cup and it fit great. Arms long and feels great.",1,TRUE,101,21,FALSE,FALSE,FALSE,0
5,"Won’t use them till winter.  But looks and feels beautiful.",0,FALSE,59,10,FALSE,FALSE,FALSE,0
1,"I ordered these but didn’t get them bc Amazon prime “lost my package.” Sucks bc they look so cute!!",0,FALSE,99,19,FALSE,FALSE,TRUE,0
5,"Love this crossover. I’m ordering another in a different color. Forced me to only carry my cellphone, chapstick, car keys  and money. I find myself overstuffing my purse when they are bigger. This crossbody keeps me in check and only allows me to carry what is necessary.",0,FALSE,271,47,FALSE,FALSE,FALSE,0
5,"Comfortable and pretty",2,TRUE,22,3,FALSE,FALSE,FALSE,0
4,"This is a great idea!  My fiancée gives me a hard time about me being a &#34;Big nerd&#34; for this, but it is great!  I wound all my cables and pop them on this.  I put all of my chargers (except my Surface charger) on it.  I put all of my various adapters on it.  It is so much easier to pull this out of my bag now than to blindly dive in and grab a handful of junk just to find a specific item.<br />The only complaint is the cardboard in it (I believe it to be cardboard that keeps it stiff) isn't stiff enough.  The board &#34;bows&#34; a bit.  I think going with a stiffer/thinker cardboard, or possibly rigid plastic, would be a little better to keep the shape.  But that a minor complaint; it doesn't appear to impact the functionality nor has it caused any sort of quality concerns.",0,TRUE,792,152,FALSE,FALSE,FALSE,0
5,"Comfortable to wear & feels breathable",0,TRUE,38,6,FALSE,FALSE,FALSE,0
3,"The ring is very beautiful, what there is of it, that is. MUCH smaller than pictured.",0,TRUE,85,16,FALSE,FALSE,FALSE,0
5,"I love it. I’m thinking why I didn’t get it before? Fabric is so soft, lightweight, and extra comfortable. If you looking for pajamas that is it. It can’t get better than this. I’m so glad I bought it.",1,TRUE,201,39,FALSE,FALSE,FALSE,0
5,"I think these are a little too large for a pendant but very beautiful all the same.",1,TRUE,83,17,FALSE,FALSE,FALSE,0
5,"Adorable and excellent quality.",0,TRUE,31,4,FALSE,FALSE,FALSE,0
5,"I got this watch band to spruce up the look of my Fitbit which had the athletic rubber watchband that it came with and was starting to look ratty. This band was easy to adjust to my wrist size and looks great even when dressed up.",0,TRUE,230,46,FALSE,FALSE,FALSE,0
1,"Do not buy this. Watches you get out of the quarter machine at the grocery store have better bands. Mine arrived with the buckle broken. At least the tool works.",0,TRUE,161,30,FALSE,FALSE,FALSE,0
5,"These are so beautiful! Can’t wait to wear them all of spring and summer - it’s the perfect pop of color. Not too big either and made well -loved the packaging as well will be ordering more :)",0,TRUE,192,38,FALSE,FALSE,FALSE,0
5,"Great fit and good material. Doesn't feel cheap.",0,TRUE,48,8,FALSE,FALSE,FALSE,0
5,"Super soft and easy to wear. Get lots of compliments.",1,TRUE,53,10,FALSE,FALSE,FALSE,0
5,"Love it",0,TRUE,7,2,FALSE,FALSE,FALSE,0
3,"Great look and design but as others mention the lenses are very dark. Difficult to see when coming into the house or in a shaded area.  If they were a little bettter in that respect I would give it 4 or 5 stars!",0,TRUE,211,43,FALSE,FALSE,FALSE,0
5,"This product will secure your key fob. No signal will be transmitted to your car even if you're standing in front of it. Better yet, your dash board displays no key if you're sitting inside your car.",0,TRUE,199,37,FALSE,FALSE,FALSE,0
1,"The chain loosens paint on my neck ! And give me allergy !",0,TRUE,58,13,FALSE,FALSE,FALSE,0
5,"A good fit for my 10 and 11-year-old.",0,TRUE,37,8,FALSE,FALSE,FALSE,0
2,"Fit very tight I cannot wear them",0,TRUE,33,7,FALSE,FALSE,FALSE,0
1,"Smells like China! Had to leave them outside in the box! Very pretty though. I just couldn't put them on my daughter's feet. Smelled toxic, worst then fingernail polish.",0,TRUE,169,29,FALSE,FALSE,FALSE,0
4,"These are beautiful boots.  Look very quality and I really like the fact I can use the buckles to make the shafts smaller to fit my legs.  I put my inserts in them to give them more arch support and the are more comfortable now too.  They are not as padded as I had hoped.  I also knocked off a star because the picture shows them to be a very dark brown and they are more of a saddle brown.  I liked them well enough to keep them though.",0,TRUE,438,89,FALSE,FALSE,FALSE,0
5,"If you like this type of watch band , this one is very good.",0,TRUE,60,14,FALSE,FALSE,FALSE,0
5,"So beautiful I love it!!!. The box is pretty neat. Its quite loose but no worries I can adjust it.",14,TRUE,98,20,FALSE,FALSE,FALSE,0
5,"This is breezy and cool without being too clingy or see through. Perfect for hot summer days.",0,TRUE,93,17,FALSE,FALSE,FALSE,0
5,"Love the mask. It's well made. Just slightly big.",1,TRUE,49,9,FALSE,FALSE,FALSE,0
3,"House shoe",0,TRUE,10,2,FALSE,FALSE,FALSE,0
5,"I bought this dress as a backup to wear for my bday and it ended up being better than my original dress!!! I tied the front part behind my neck so I could showcase my choker. This dress made me feel like a queen! I am SO buying the black one.  It fits snuggly, I got a size medium. There is no room at all for shrinkage. My waist is about 31-32”",1,TRUE,345,72,FALSE,FALSE,FALSE,0
5,"Looks great",0,TRUE,11,2,FALSE,FALSE,FALSE,0
5,"Unique gift",0,TRUE,11,2,FALSE,FALSE,FALSE,0
3,"Ordered large / extra large  it is too small. Looks like it is a small/medium. Sad because I really liked this . :-(",1,TRUE,116,23,FALSE,FALSE,FALSE,0
4,"I like it, but you have to attach the strap yourself, and find a way to secure it either with glue or a needle and thread. The strap is a great fit for me, but if I were taller, it would be too short. Despite all this, it's adorable and workable for me, and I'm really happy with it",0,TRUE,282,59,FALSE,FALSE,FALSE,0
1,"[[VIDEOID:30e1f04c8ab513374e5fd4a578045a99]] The dress I received was clearly worn and returned. It has frayed edges and “grass” In the hemline, stains and stuck on dirt. NASTY!",0,TRUE,177,25,FALSE,FALSE,FALSE,0
1,"Barely fits",0,TRUE,11,2,FALSE,FALSE,FALSE,0
5,"Made of great material!!",0,TRUE,24,4,FALSE,FALSE,FALSE,0
5,"I love the color, the fit, the feel. I ordered a large, it fit perfectly. I'm quite short and round so I was a little worried but it fit great. Wear with black tights, and knee boots and you're good to go!",0,TRUE,205,42,FALSE,FALSE,FALSE,0
4,"Great pair for the price",0,TRUE,24,5,FALSE,FALSE,FALSE,0
5,"Fits perfectly,  holds up in wash and is the color pictured",0,TRUE,59,11,FALSE,FALSE,FALSE,0
3,"Nice dress the top part fit perfectly. It was too long for my height, the boob pad was too pointy for my liking, & it was a little loose from the waist down. I am 5’0, weigh 140 lbs and use a 36C and ordered a size 10.",1,TRUE,218,48,FALSE,FALSE,FALSE,0
5,"Looks just like the picture and made of a good quality.",0,TRUE,55,11,FALSE,FALSE,FALSE,0
1,"Clearly for the price I wasn’t expecting much but it’s misleading…not leather and also not red. Color is more of a dark dusty rose.",0,TRUE,131,24,FALSE,FALSE,FALSE,0
5,"Beautiful, wide bracelet.  Sterling silver.  Fast delivery.  I wore it today (rec'd it last night)!!",0,TRUE,100,15,FALSE,FALSE,FALSE,0
5,"My girlfriend seems to love it, and it hasn't turned green, so it's a win in my book.",4,TRUE,85,18,FALSE,FALSE,FALSE,0
5,"Love this headband. I wear this headband often for working out, runs, and just hanging out especially after showering. The material is very good quality, wicks away sweat well, and the color is very cool looking as advertised. Will probably be purchasing another one so that I can wear one while washing the other.",0,FALSE,314,54,TRUE,TRUE,FALSE,0
5,"The fit is great.",0,TRUE,17,4,FALSE,FALSE,FALSE,0
